order_id,user_id,product_id,quantity,amount,timestamp,status
1036,528,6,5,393.99,2024-08-14 20:28:00,completed
1037,826,180,2,354.73,2024-07-05 08:57:00,pending
1038,501,66,5,93.54,2024-03-18 19:12:00,completed
1039,184,122,4,314.97,2024-05-28 07:27:00,pending
1040,660,137,4,485.85,2024-02-18 09:51:00,refunded
1041,943,26,8,245.32,2024-09-07 17:37:00,cancelled
1042,64,159,4,386.26,2024-08-18 12:33:00,refunded
1043,472,48,9,314.18,2024-03-22 19:20:00,completed
1044,48,45,5,493.52,2024-10-04 11:48:00,refunded
1045,327,91,3,230.6,2024-09-03 07:44:00,pending
1046,965,71,5,382.87,2024-06-18 18:55:00,pending
1047,519,9,3,289.57,2024-09-15 16:29:00,pending
1048,780,138,8,224.18,2024-04-29 08:03:00,pending
1049,410,152,6,21.83,2024-09-14 14:01:00,completed
1050,282,87,8,382.55,2024-07-20 12:10:00,refunded
1051,148,21,5,254.51,2024-05-21 04:07:00,cancelled
1052,949,127,10,114.94,2024-05-21 15:14:00,cancelled
1053,967,140,9,214.44,2024-07-01 19:02:00,refunded
1054,377,114,6,196.63,2024-03-19 06:24:00,refunded
1055,369,82,1,80.8,2024-07-12 13:07:00,completed
1056,532,131,2,29.88,2024-12-02 07:25:00,refunded
1057,208,54,1,409.43,2024-05-09 16:44:00,cancelled
1058,965,161,5,273.6,2024-12-06 20:22:00,refunded
1059,390,136,6,460.71,2024-04-16 22:38:00,cancelled
1060,508,147,3,119.02,2024-06-11 21:21:00,pending
1061,772,84,3,486.68,2024-09-13 06:23:00,pending
1062,75,33,5,23.0,2024-01-11 06:36:00,completed
1063,464,149,6,374.61,2024-08-01 15:31:00,pending
1064,89,175,6,167.82,2024-07-28 11:07:00,pending
1065,238,106,8,319.37,2024-02-14 20:12:00,completed
1066,470,79,9,255.18,2024-07-28 07:10:00,completed
1067,933,106,4,161.76,2024-11-18 19:02:00,refunded
1068,974,111,10,438.1,2024-01-30 00:37:00,pending
1069,646,156,3,440.72,2024-09-12 23:17:00,cancelled
1070,103,193,7,289.2,2024-04-23 20:36:00,completed
1071,948,110,3,211.45,2024-05-29 13:45:00,cancelled
1072,991,121,2,455.75,2024-09-12 16:08:00,pending
1073,81,177,1,35.62,2024-07-11 11:48:00,completed
1074,123,58,7,109.41,2024-07-13 02:16:00,pending
1075,362,11,8,357.5,2024-04-17 20:45:00,completed
1076,631,176,1,97.86,2024-12-22 19:33:00,refunded
1077,994,105,6,313.55,2024-10-27 18:33:00,pending
1078,334,155,7,195.52,2024-03-12 20:04:00,cancelled
1079,539,143,2,152.97,2024-05-07 20:49:00,refunded
1080,445,179,8,205.21,2024-02-22 22:14:00,cancelled
1081,80,116,4,99.64,2024-05-25 18:30:00,pending
1082,974,104,6,478.94,2024-06-15 14:53:00,pending
1083,994,181,3,280.57,2024-07-26 22:32:00,completed
1084,319,67,5,334.46,2024-08-22 21:19:00,completed
1085,82,175,9,80.99,2024-06-02 03:20:00,cancelled
1086,333,98,3,345.85,2024-12-20 07:42:00,completed
1087,871,129,7,372.32,2024-08-12 09:23:00,cancelled
1088,530,5,1,401.11,2024-11-15 15:11:00,pending
1089,361,174,9,457.11,2024-08-17 13:05:00,completed
1090,793,69,5,55.74,2024-06-12 20:08:00,cancelled
1091,495,41,6,425.12,2024-06-05 10:00:00,cancelled
1092,757,131,5,380.27,2024-12-24 00:30:00,completed
1093,464,37,10,279.46,2024-05-28 03:52:00,cancelled
1094,460,177,1,377.12,2024-01-27 18:02:00,pending
1095,429,162,1,333.14,2024-04-11 05:42:00,pending
1096,273,14,5,247.55,2024-02-05 20:31:00,cancelled
1097,858,111,4,133.06,2024-03-02 01:40:00,completed
1098,830,40,10,376.77,2024-10-06 07:20:00,cancelled
1099,770,195,8,162.9,2024-03-15 14:42:00,completed
1100,783,61,10,268.88,2024-07-19 03:19:00,cancelled
1101,133,94,3,89.43,2024-02-27 00:47:00,completed
1102,626,21,2,282.31,2024-12-29 07:19:00,completed
1103,425,36,1,317.48,2024-10-05 23:03:00,refunded
1104,214,20,9,271.7,2024-01-10 19:10:00,refunded
1105,6,187,10,317.65,2024-09-03 04:38:00,refunded
1106,962,78,7,411.6,2024-05-03 03:32:00,completed
1107,526,165,2,204.35,2024-05-24 10:39:00,pending
1108,581,1,10,400.43,2024-12-25 19:51:00,completed
1109,521,92,4,246.91,2024-02-09 17:29:00,completed
1110,615,191,3,388.3,2024-06-24 13:04:00,cancelled
1111,208,35,6,296.94,2024-05-22 11:02:00,pending
1112,520,148,7,324.99,2024-03-10 10:20:00,pending
1113,561,181,9,231.86,2024-06-23 00:31:00,pending
1114,545,136,7,283.87,2024-03-01 12:39:00,refunded
1115,681,78,8,410.1,2024-05-01 14:02:00,completed
1116,407,17,6,409.76,2024-08-28 23:20:00,refunded
1117,167,134,5,249.85,2024-12-29 08:51:00,cancelled
1118,920,135,1,387.67,2024-01-24 08:55:00,completed
1119,583,35,2,366.74,2024-10-27 06:00:00,cancelled
1120,695,68,4,298.9,2024-03-22 19:58:00,refunded
1121,952,137,10,75.48,2024-11-05 02:49:00,pending
1122,995,113,7,194.24,2024-04-09 01:38:00,refunded
1123,597,130,7,278.2,2024-07-22 08:11:00,cancelled
1124,591,69,6,391.05,2024-04-17 02:48:00,completed
1125,653,164,2,446.57,2024-03-11 05:18:00,refunded
1126,869,49,5,72.75,2024-12-30 13:52:00,pending
1127,61,104,1,474.52,2024-04-02 21:07:00,cancelled
1128,29,148,7,117.11,2024-02-14 19:05:00,refunded
1129,328,106,5,148.18,2024-10-29 03:01:00,refunded
1130,90,10,10,491.47,2024-01-13 19:13:00,cancelled
1131,53,145,9,337.98,2024-10-13 13:31:00,refunded
1132,494,26,1,415.25,2024-03-16 03:30:00,pending
1133,933,92,7,65.33,2024-01-26 04:18:00,completed
1134,763,56,4,283.22,2024-09-08 18:45:00,completed
1135,313,75,1,483.99,2024-05-27 18:08:00,pending
1136,351,61,7,85.0,2024-08-04 11:06:00,refunded
1137,642,26,6,33.43,2024-06-29 17:42:00,completed
1138,191,80,8,494.44,2024-01-27 13:12:00,completed
1139,929,161,6,311.48,2024-09-13 11:52:00,pending
1140,99,43,7,379.87,2024-05-27 15:14:00,completed
1141,201,192,5,269.34,2024-10-19 14:38:00,cancelled
1142,61,190,3,33.38,2024-09-09 22:14:00,cancelled
1143,644,125,9,471.99,2024-02-19 02:26:00,completed
1144,989,101,9,255.97,2024-06-03 19:24:00,cancelled
1145,254,118,1,180.62,2024-01-29 16:55:00,pending
1146,6,39,2,269.24,2024-12-12 10:55:00,completed
1147,538,60,8,142.79,2024-01-12 12:13:00,completed
1148,4,200,4,442.56,2024-10-08 11:15:00,pending
1149,243,132,8,356.36,2024-04-13 20:24:00,pending
1150,902,57,3,221.71,2024-07-16 10:07:00,completed
1151,532,107,6,53.69,2024-12-06 03:14:00,refunded
1152,41,188,3,164.42,2024-03-04 07:12:00,refunded
1153,546,47,10,238.47,2024-06-13 23:05:00,refunded
1154,945,99,6,276.69,2024-06-05 07:47:00,completed
1155,93,16,8,295.2,2024-06-27 06:02:00,completed
1156,893,145,3,203.26,2024-12-25 18:54:00,pending
1157,128,127,6,191.34,2024-01-02 02:16:00,completed
1158,590,151,7,50.84,2024-08-17 07:13:00,pending
1159,782,181,4,57.18,2024-04-08 06:39:00,completed
1160,280,5,1,120.91,2024-09-11 16:35:00,pending
1161,461,196,7,238.98,2024-12-17 15:06:00,refunded
1162,901,158,10,496.49,2024-05-16 21:06:00,pending
1163,568,31,1,382.01,2024-07-18 18:12:00,cancelled
1164,282,35,4,193.13,2024-06-04 05:57:00,pending
1165,429,46,3,470.57,2024-09-11 16:02:00,completed
1166,286,123,7,280.6,2024-07-11 02:31:00,refunded
1167,27,84,10,243.0,2024-06-25 00:41:00,cancelled
1168,831,17,6,234.09,2024-05-17 18:36:00,pending
1169,426,151,7,338.07,2024-06-09 19:44:00,pending
1170,119,50,4,73.33,2024-07-16 09:58:00,cancelled
1171,975,65,5,377.02,2024-07-08 18:00:00,pending
1172,417,68,7,235.07,2024-05-14 12:25:00,cancelled
1173,248,178,1,88.86,2024-04-08 12:51:00,cancelled
1174,68,17,5,88.68,2024-06-01 18:40:00,refunded
1175,250,67,3,55.44,2024-03-30 06:56:00,refunded
1176,718,37,3,306.54,2024-08-19 07:30:00,completed
1177,345,167,7,243.21,2024-01-06 04:16:00,refunded
1178,312,38,4,193.29,2024-11-20 13:17:00,pending
1179,92,130,7,142.01,2024-01-03 23:40:00,pending
1180,669,55,9,208.3,2024-08-27 05:05:00,cancelled
1181,334,185,2,45.78,2024-03-08 01:01:00,cancelled
1182,376,140,7,27.27,2024-08-03 00:13:00,refunded
1183,844,88,5,447.85,2024-08-08 02:25:00,cancelled
1184,441,165,10,364.22,2024-04-07 07:50:00,cancelled
1185,259,54,2,389.02,2024-11-29 09:07:00,completed
1186,863,14,8,322.09,2024-06-08 19:56:00,cancelled
1187,450,54,2,371.67,2024-08-31 16:45:00,cancelled
1188,506,186,4,425.98,2024-06-04 16:06:00,pending
1189,657,198,9,180.6,2024-07-23 01:11:00,cancelled
1190,580,185,7,253.51,2024-05-17 20:47:00,refunded
1191,606,148,6,442.33,2024-09-19 00:05:00,completed
1192,51,36,6,241.29,2024-08-09 14:50:00,refunded
1193,402,30,6,170.84,2024-08-30 11:38:00,completed
1194,3,34,3,36.86,2024-06-01 15:08:00,pending
1195,761,78,6,270.49,2024-02-03 13:44:00,cancelled
1196,433,100,6,402.68,2024-08-18 21:03:00,cancelled
1197,657,128,3,129.26,2024-12-08 04:20:00,refunded
1198,598,18,2,295.02,2024-06-21 11:35:00,completed
1199,301,198,1,430.37,2024-11-28 16:53:00,refunded
1200,568,102,4,43.3,2024-01-30 22:02:00,completed
1201,957,159,8,475.79,2024-07-17 04:07:00,cancelled
1202,816,167,9,109.93,2024-08-07 13:51:00,pending
1203,167,161,6,478.43,2024-01-14 04:12:00,cancelled
1204,297,187,6,255.01,2024-08-16 21:49:00,refunded
1205,814,183,1,322.27,2024-12-14 07:12:00,cancelled
1206,961,155,1,185.04,2024-07-07 04:14:00,completed
1207,76,192,5,167.18,2024-04-13 11:38:00,refunded
1208,795,174,7,292.16,2024-07-18 03:38:00,refunded
1209,168,91,7,488.24,2024-10-28 18:35:00,pending
1210,119,57,6,465.58,2024-04-02 18:47:00,completed
1211,1000,9,8,159.95,2024-06-29 13:49:00,completed
1212,213,138,5,409.75,2024-11-07 05:23:00,completed
1213,176,1,8,487.95,2024-09-24 17:52:00,completed
1214,922,75,6,126.64,2024-06-24 18:21:00,refunded
1215,557,104,3,42.76,2024-07-25 02:31:00,pending
1216,737,145,3,35.0,2024-10-22 09:59:00,cancelled
1217,961,31,1,249.58,2024-01-16 01:42:00,cancelled
1218,524,197,6,323.27,2024-12-03 12:18:00,pending
1219,76,131,6,91.08,2024-02-28 07:17:00,cancelled
1220,74,139,5,28.3,2024-05-27 07:34:00,refunded
1221,9,134,6,495.26,2024-06-07 03:03:00,pending
1222,276,68,10,283.1,2024-05-17 23:26:00,cancelled
1223,657,151,1,400.79,2024-11-10 20:53:00,refunded
1224,772,38,5,460.79,2024-01-20 19:04:00,refunded
1225,153,198,10,73.13,2024-02-13 23:34:00,cancelled
1226,399,169,8,467.55,2024-06-05 11:15:00,cancelled
1227,133,140,10,139.37,2024-10-17 16:05:00,cancelled
1228,887,8,4,424.08,2024-11-18 13:31:00,cancelled
1229,73,148,10,287.91,2024-06-22 11:32:00,refunded
1230,678,86,5,122.21,2024-11-19 20:18:00,cancelled
1231,433,118,9,41.35,2024-03-06 10:30:00,pending
1232,497,155,5,432.87,2024-09-19 04:26:00,pending
1233,582,181,8,496.86,2024-07-24 14:05:00,cancelled
1234,236,67,8,364.09,2024-12-17 10:07:00,cancelled
1235,228,43,3,380.57,2024-02-23 11:52:00,refunded
1236,389,9,9,199.02,2024-10-03 00:48:00,pending
1237,71,75,3,394.98,2024-03-24 23:48:00,completed
1238,698,117,3,244.27,2024-02-09 01:06:00,refunded
1239,189,174,1,164.28,2024-04-09 08:56:00,refunded
1240,783,191,9,445.84,2024-05-30 05:52:00,pending
1241,58,177,6,148.03,2024-01-13 13:14:00,pending
1242,480,163,1,344.33,2024-08-07 13:09:00,pending
1243,463,159,7,40.93,2024-07-20 12:03:00,refunded
1244,878,24,4,381.49,2024-02-05 12:28:00,pending
1245,176,148,8,165.67,2024-07-05 02:15:00,completed
1246,335,153,3,322.37,2024-07-08 04:54:00,completed
1247,21,197,1,313.07,2024-11-27 04:57:00,completed
1248,226,2,8,427.14,2024-05-12 15:37:00,cancelled
1249,168,4,4,239.31,2024-02-16 22:43:00,pending
1250,262,135,5,329.01,2024-06-22 21:29:00,pending
1251,802,137,2,195.21,2024-09-16 21:02:00,pending
1252,969,149,9,98.18,2024-09-22 12:58:00,completed
1253,405,65,6,308.37,2024-03-30 19:37:00,pending
1254,841,42,5,231.15,2024-12-07 00:07:00,completed
1255,442,135,9,286.61,2024-01-29 09:17:00,refunded
1256,998,183,10,391.77,2024-03-19 04:33:00,completed
1257,235,34,8,401.89,2024-11-16 23:15:00,refunded
1258,95,46,3,37.1,2024-03-25 16:54:00,completed
1259,127,179,2,154.32,2024-04-07 20:58:00,pending
1260,191,93,5,133.19,2024-11-04 23:53:00,pending
1261,116,28,5,248.87,2024-11-20 18:31:00,pending
1262,548,114,10,312.65,2024-07-21 01:26:00,completed
1263,21,179,6,277.73,2024-01-01 19:31:00,pending
1264,419,174,4,467.27,2024-07-08 06:00:00,cancelled
1265,203,145,6,273.57,2024-03-04 12:27:00,completed
1266,564,157,7,444.24,2024-09-05 02:14:00,cancelled
1267,739,165,8,321.07,2024-03-31 20:03:00,refunded
1268,910,89,10,408.2,2024-08-11 23:26:00,pending
1269,84,49,8,365.58,2024-01-28 05:56:00,cancelled
1270,906,25,9,214.22,2024-10-01 21:02:00,completed
1271,926,165,7,494.17,2024-04-27 00:16:00,pending
1272,444,153,7,73.68,2024-04-24 15:58:00,pending
1273,431,27,10,74.13,2024-12-01 21:47:00,pending
1274,789,73,8,44.86,2024-01-03 16:57:00,pending
1275,98,199,4,136.41,2024-12-14 11:01:00,cancelled
1276,209,69,4,455.62,2024-01-27 10:40:00,refunded
1277,147,88,4,99.13,2024-06-23 02:48:00,completed
1278,126,54,9,223.84,2024-08-02 10:35:00,cancelled
1279,362,51,7,334.42,2024-07-29 01:41:00,completed
1280,452,70,3,45.19,2024-08-13 06:15:00,pending
1281,784,90,2,177.87,2024-07-22 08:18:00,completed
1282,198,183,4,62.87,2024-12-27 19:05:00,refunded
1283,112,36,2,441.78,2024-05-11 17:49:00,cancelled
1284,500,119,2,406.89,2024-05-14 10:48:00,refunded
1285,856,157,3,71.22,2024-08-26 21:26:00,refunded
1286,505,27,5,366.36,2024-09-07 11:50:00,cancelled
1287,828,111,9,103.05,2024-02-19 07:16:00,refunded
1288,83,72,8,166.37,2024-09-07 02:01:00,cancelled
1289,220,176,8,35.53,2024-12-07 19:46:00,cancelled
1290,747,15,6,257.45,2024-10-09 14:01:00,cancelled
1291,754,146,8,85.55,2024-05-04 23:44:00,cancelled
1292,195,10,4,366.25,2024-12-07 01:22:00,pending
1293,819,48,5,447.11,2024-07-04 00:20:00,refunded
1294,60,158,3,294.94,2024-04-26 00:22:00,cancelled
1295,409,159,9,180.29,2024-02-13 12:41:00,completed
1296,101,39,1,260.13,2024-04-25 17:27:00,cancelled
1297,128,99,9,462.47,2024-07-24 20:02:00,completed
1298,386,191,10,320.45,2024-11-17 16:23:00,pending
1299,839,186,3,132.21,2024-03-17 10:07:00,refunded
1300,136,104,8,432.87,2024-02-22 13:44:00,pending
1301,597,191,8,375.46,2024-05-21 19:17:00,pending
1302,791,67,7,144.22,2024-10-31 19:00:00,refunded
1303,912,28,3,426.38,2024-12-29 16:16:00,refunded
1304,956,149,2,71.01,2024-11-15 16:07:00,refunded
1305,86,176,2,179.44,2024-08-15 12:21:00,pending
1306,289,87,3,205.83,2024-03-28 23:20:00,refunded
1307,558,11,5,350.97,2024-12-01 03:05:00,refunded
1308,296,121,7,309.59,2024-09-02 15:48:00,cancelled
1309,622,102,1,371.12,2024-06-17 17:30:00,cancelled
1310,540,127,3,415.37,2024-07-07 04:01:00,completed
1311,788,123,2,303.58,2024-09-21 02:06:00,cancelled
1312,225,30,10,196.79,2024-05-09 20:08:00,pending
1313,545,87,8,398.65,2024-12-19 01:11:00,pending
1314,750,187,4,100.7,2024-12-02 18:05:00,pending
1315,134,93,6,482.4,2024-09-07 12:31:00,cancelled
1316,504,173,3,86.78,2024-11-22 04:23:00,completed
1317,753,105,2,404.21,2024-01-26 21:50:00,refunded
1318,391,140,3,93.32,2024-07-03 01:19:00,refunded
1319,93,76,6,183.02,2024-06-30 01:11:00,refunded
1320,103,151,6,149.13,2024-11-02 02:43:00,pending
1321,255,150,9,448.82,2024-03-28 18:42:00,cancelled
1322,147,192,7,404.05,2024-09-07 12:29:00,cancelled
1323,646,122,7,27.67,2024-09-20 18:03:00,completed
1324,388,65,4,197.75,2024-08-16 04:55:00,cancelled
1325,962,166,10,43.11,2024-06-25 10:51:00,cancelled
1326,834,109,4,48.11,2024-07-28 02:55:00,cancelled
1327,492,36,1,441.07,2024-01-25 17:09:00,cancelled
1328,883,146,9,94.47,2024-03-16 05:39:00,pending
1329,498,67,1,78.1,2024-06-17 01:45:00,refunded
1330,929,126,8,113.63,2024-05-19 03:44:00,pending
1331,416,71,7,447.75,2024-04-09 11:37:00,completed
1332,112,77,2,46.62,2024-10-18 06:32:00,completed
1333,458,174,10,193.84,2024-10-11 22:46:00,cancelled
1334,861,114,9,329.4,2024-06-20 05:22:00,cancelled
1335,927,198,4,247.99,2024-11-12 23:04:00,pending
1336,824,117,9,461.55,2024-12-18 01:34:00,cancelled
1337,916,50,9,330.91,2024-10-16 21:44:00,refunded
1338,416,25,8,146.24,2024-01-03 23:50:00,refunded
1339,564,115,3,205.68,2024-09-19 18:12:00,cancelled
1340,697,45,5,335.11,2024-07-18 07:48:00,pending
1341,717,157,5,357.12,2024-12-29 18:10:00,cancelled
1342,904,173,7,381.1,2024-11-12 04:09:00,cancelled
1343,562,135,3,333.7,2024-12-24 19:07:00,completed
1344,741,86,4,371.89,2024-09-19 11:46:00,cancelled
1345,702,157,10,81.82,2024-05-03 04:02:00,refunded
1346,742,55,7,275.32,2024-04-07 00:50:00,cancelled
1347,376,14,7,317.0,2024-06-30 11:28:00,cancelled
1348,516,190,5,159.28,2024-02-09 17:37:00,completed
1349,636,184,6,396.03,2024-11-21 04:44:00,pending
1350,532,3,8,250.88,2024-09-25 02:29:00,completed
1351,667,177,1,239.14,2024-07-15 01:22:00,cancelled
1352,736,177,4,436.55,2024-11-01 05:27:00,refunded
1353,751,123,5,112.36,2024-02-05 07:56:00,pending
1354,173,123,8,26.24,2024-06-07 02:08:00,cancelled
1355,761,182,8,379.86,2024-01-10 14:24:00,refunded
1356,94,128,3,444.82,2024-09-27 02:10:00,refunded
1357,619,153,4,492.16,2024-07-24 00:00:00,refunded
1358,840,71,3,55.82,2024-07-28 22:52:00,cancelled
1359,41,182,9,389.93,2024-05-10 11:21:00,completed
1360,386,3,2,253.16,2024-07-25 10:06:00,pending
1361,334,200,4,364.09,2024-04-27 19:10:00,cancelled
1362,320,135,7,450.89,2024-11-09 12:37:00,refunded
1363,907,170,1,125.05,2024-03-20 02:19:00,pending
1364,778,43,6,174.08,2024-10-27 12:52:00,completed
1365,352,155,2,289.96,2024-11-11 10:59:00,cancelled
1366,713,194,2,184.79,2024-08-08 11:33:00,refunded
1367,736,144,3,433.35,2024-10-08 02:23:00,pending
1368,616,65,9,346.52,2024-01-29 07:07:00,cancelled
1369,950,116,1,265.25,2024-06-25 20:56:00,pending
1370,920,46,5,445.49,2024-11-18 18:07:00,refunded
1371,903,34,3,334.24,2024-10-02 03:19:00,completed
1372,233,135,7,21.52,2024-02-15 03:43:00,cancelled
1373,135,2,1,172.88,2024-05-01 04:20:00,refunded
1374,966,16,1,212.59,2024-03-29 04:00:00,refunded
1375,698,193,3,427.32,2024-04-28 09:03:00,cancelled
1376,809,69,2,242.8,2024-01-20 20:43:00,completed
1377,751,116,10,298.56,2024-11-09 17:52:00,completed
1378,823,142,9,353.26,2024-12-09 18:08:00,completed
1379,1000,75,2,381.55,2024-04-15 06:20:00,refunded
1380,427,3,7,44.81,2024-09-30 15:14:00,refunded
1381,820,79,3,325.14,2024-10-19 01:41:00,pending
1382,476,63,9,478.67,2024-07-27 16:48:00,completed
1383,716,113,4,480.15,2024-03-08 18:57:00,refunded
1384,971,31,9,34.83,2024-06-17 21:32:00,completed
1385,497,103,7,237.16,2024-04-06 17:16:00,completed
1386,574,141,9,83.43,2024-07-15 06:50:00,completed
1387,368,115,5,398.12,2024-06-19 16:19:00,completed
1388,981,77,2,385.81,2024-05-18 07:54:00,refunded
1389,292,154,6,473.28,2024-05-18 21:32:00,completed
1390,379,47,9,118.86,2024-09-02 22:56:00,refunded
1391,896,92,8,412.58,2024-03-15 21:40:00,refunded
1392,137,80,4,149.95,2024-05-21 04:05:00,pending
1393,880,9,4,252.71,2024-11-18 06:36:00,refunded
1394,882,185,7,351.93,2024-01-11 11:29:00,pending
1395,661,44,4,496.16,2024-11-17 07:53:00,refunded
1396,521,20,4,217.18,2024-10-24 18:35:00,completed
1397,190,149,10,135.58,2024-12-07 12:54:00,refunded
1398,287,196,10,172.62,2024-02-21 05:18:00,pending
1399,511,28,6,442.53,2024-06-03 18:08:00,pending
1400,437,192,4,160.85,2024-02-09 06:33:00,refunded
1401,759,78,1,54.97,2024-08-19 21:28:00,cancelled
1402,57,110,4,155.2,2024-10-09 16:30:00,completed
1403,851,36,4,163.2,2024-12-09 03:04:00,refunded
1404,315,96,10,60.34,2024-03-10 15:22:00,refunded
1405,336,7,6,431.03,2024-02-18 16:17:00,cancelled
1406,176,102,3,488.3,2024-07-26 11:02:00,refunded
1407,246,144,9,169.99,2024-07-07 14:12:00,pending
1408,986,98,3,282.23,2024-03-26 17:49:00,refunded
1409,772,163,6,158.78,2024-03-22 06:58:00,refunded
1410,354,22,2,262.81,2024-03-31 17:42:00,refunded
1411,176,180,7,261.22,2024-10-26 06:11:00,refunded
1412,209,38,9,469.21,2024-07-15 09:18:00,refunded
1413,949,51,6,328.81,2024-08-02 14:34:00,completed
1414,926,106,6,126.77,2024-05-21 18:44:00,completed
1415,746,163,8,89.87,2024-08-18 06:20:00,pending
1416,463,10,10,150.15,2024-11-13 04:29:00,completed
1417,277,65,4,39.6,2024-11-18 23:43:00,pending
1418,372,69,2,23.64,2024-12-18 23:07:00,pending
1419,159,178,10,200.92,2024-11-06 09:35:00,pending
1420,838,45,10,90.44,2024-12-26 00:28:00,completed
1421,601,121,10,48.26,2024-08-04 02:46:00,pending
1422,283,184,6,243.76,2024-08-01 13:38:00,cancelled
1423,534,176,7,480.58,2024-08-05 13:30:00,cancelled
1424,17,130,6,98.8,2024-03-04 11:50:00,pending
1425,445,115,1,442.5,2024-02-04 09:33:00,pending
1426,915,117,6,431.22,2024-01-18 09:35:00,completed
1427,923,82,9,366.04,2024-11-09 00:55:00,cancelled
1428,849,150,9,409.16,2024-07-16 02:47:00,completed
1429,288,165,5,92.15,2024-08-21 19:19:00,completed
1430,190,66,1,117.82,2024-11-07 23:14:00,pending
1431,280,132,4,314.32,2024-04-20 00:36:00,cancelled
1432,375,23,6,408.89,2024-07-30 05:20:00,refunded
1433,410,53,8,451.39,2024-07-19 04:53:00,pending
1434,614,143,1,476.96,2024-06-17 04:24:00,pending
1435,304,110,5,403.63,2024-01-08 12:54:00,completed
1436,947,107,9,425.38,2024-09-26 03:49:00,refunded
1437,593,116,10,365.46,2024-03-22 07:43:00,pending
1438,312,123,5,490.03,2024-11-20 03:52:00,cancelled
1439,594,103,7,414.89,2024-11-16 22:43:00,completed
1440,772,65,10,332.5,2024-03-20 00:06:00,refunded
1441,248,133,4,25.59,2024-10-20 03:17:00,pending
1442,588,78,3,27.16,2024-10-10 00:07:00,refunded
1443,172,191,10,440.69,2024-07-18 19:05:00,pending
1444,943,12,9,216.78,2024-01-04 07:17:00,pending
1445,724,141,9,317.47,2024-01-01 09:56:00,cancelled
1446,498,172,2,77.72,2024-03-16 17:26:00,completed
1447,365,116,4,134.43,2024-02-16 07:28:00,cancelled
1448,605,53,9,189.79,2024-08-12 23:13:00,refunded
1449,552,90,6,109.95,2024-09-26 20:42:00,pending
1450,961,129,2,334.41,2024-04-17 17:24:00,completed
1451,69,104,2,444.79,2024-07-09 12:07:00,pending
1452,353,76,8,376.3,2024-06-25 21:41:00,refunded
1453,558,30,2,49.01,2024-07-30 19:19:00,pending
1454,459,173,9,128.02,2024-03-14 12:02:00,completed
1455,768,32,10,180.68,2024-12-18 15:49:00,refunded
1456,837,34,5,81.1,2024-10-24 07:59:00,pending
1457,60,190,4,424.08,2024-01-27 02:03:00,pending
1458,296,63,5,416.09,2024-05-16 14:07:00,refunded
1459,671,127,4,488.42,2024-08-05 19:40:00,completed
1460,442,162,1,264.8,2024-10-14 08:45:00,refunded
1461,582,19,8,412.04,2024-06-06 02:30:00,completed
1462,941,141,3,420.26,2024-08-20 07:57:00,completed
1463,200,43,7,474.13,2024-08-17 13:04:00,refunded
1464,988,10,8,337.62,2024-05-29 23:49:00,cancelled
1465,325,199,4,446.72,2024-12-25 13:23:00,refunded
1466,440,65,9,189.04,2024-02-02 08:15:00,pending
1467,533,154,8,84.12,2024-07-08 19:44:00,refunded
1468,895,63,5,181.04,2024-07-14 15:48:00,completed
1469,885,137,7,310.36,2024-10-18 15:52:00,pending
1470,962,152,10,451.76,2024-04-27 05:43:00,refunded
1471,701,155,5,295.72,2024-08-19 02:20:00,completed
1472,475,61,7,286.6,2024-12-09 06:47:00,cancelled
1473,992,133,4,155.9,2024-12-01 02:46:00,completed
1474,600,20,5,99.17,2024-12-23 05:21:00,refunded
1475,877,187,1,326.4,2024-03-30 21:28:00,cancelled
1476,357,32,6,61.66,2024-02-16 00:59:00,refunded
1477,957,187,9,190.36,2024-12-09 19:56:00,pending
1478,406,199,9,225.15,2024-05-26 06:26:00,pending
1479,82,12,1,196.87,2024-03-01 06:40:00,cancelled
1480,792,16,10,85.66,2024-06-12 07:12:00,completed
1481,712,135,6,262.79,2024-03-18 16:35:00,pending
1482,381,85,5,183.68,2024-08-07 04:11:00,completed
1483,144,172,8,198.92,2024-11-29 01:57:00,cancelled
1484,711,54,1,403.65,2024-04-05 04:12:00,pending
1485,149,53,4,356.67,2024-06-18 12:36:00,cancelled
1486,246,83,7,427.71,2024-02-26 06:31:00,cancelled
1487,800,70,5,231.01,2024-11-16 13:26:00,completed
1488,122,88,7,149.6,2024-06-19 23:11:00,pending
1489,66,114,2,305.68,2024-07-14 08:51:00,pending
1490,535,26,6,301.77,2024-03-17 14:52:00,cancelled
1491,652,108,4,421.84,2024-08-20 22:49:00,cancelled
1492,743,160,10,237.32,2024-02-03 06:56:00,cancelled
1493,402,10,9,273.61,2024-09-17 22:04:00,cancelled
1494,284,194,3,249.65,2024-03-29 08:45:00,pending
1495,219,102,3,47.42,2024-08-14 17:43:00,cancelled
1496,294,116,5,427.03,2024-12-01 11:29:00,cancelled
1497,233,129,3,404.19,2024-11-30 19:15:00,cancelled
1498,185,78,4,469.18,2024-01-03 04:22:00,pending
1499,413,150,2,415.58,2024-09-15 02:58:00,refunded
1500,439,199,4,110.28,2024-02-10 12:09:00,pending
1501,556,119,7,222.09,2024-09-07 02:04:00,refunded
1502,925,113,2,235.46,2024-08-06 14:44:00,refunded
1503,984,119,1,399.21,2024-06-09 06:57:00,cancelled
1504,336,58,2,313.92,2024-09-23 21:02:00,cancelled
